Handle,Title,Body (HTML),Vendor,Product Category,Type,Tags,Published,Option1 Name,Option1 Value,Option2 Name,Option2 Value,Variant SKU,Variant Grams,Variant Inventory Tracker,Variant Inventory Qty,Variant Inventory Policy,Variant Fulfillment Service,Variant Price,Variant Compare At Price,Variant Requires Shipping,Variant Taxable,Variant Barcode,Variant Image,Variant All Images,Image Src,Image Position,Image Alt Text,Gift Card,Status,Google Shopping / Google Product Category,Google Shopping / Gender,Cost per item
studded-suede-jacket-CDK67,Studded Suede Jacket,"<p>Discover the iconic Coach Studded Suede Jacket handbag, exclusively curated by The Mirage. A masterpiece of artisanal craftsmanship, this piece embodies the relaxed New York elegance and considered design that define Coach's ready-to-wear legacy.</p><p><strong>Key Features &amp; Characteristics:</strong></p><ul><li>Expertly crafted Handbag from Coach's premium material selection</li><li>Considered interior design for everyday practicality</li><li>Coach's iconic hardware and finishing details</li><li>Coach's signature craftsmanship throughout</li></ul><p>Crafted with the precision expected from Coach's New York heritage, the Studded Suede Jacket represents more than a handbag — it's a statement in considered style. The premium fabric quality and considered tailoring showcase Coach's commitment to artisanal excellence without compromise. Whether elevating everyday looks or special occasions, this handbag delivers the quality and character that those who appreciate considered craftsmanship and iconic New York design demand. At The Mirage, we celebrate pieces that transcend trends. This Coach creation is a testament to purposeful design and uncompromising quality, making it an essential addition to any discerning wardrobe.</p><p><em>Exclusively curated for Mirage Retail Collective.</em></p>",Coach,,Handbag,"RudraScrapper-coach, accessories, coach, jacket, men, mens-apparel, mens-winterwear, unisex, women, womens-apparel, womens-winterwear",TRUE,Title,Default Title,,,CDK67,,shopify,100,deny,manual,124632.0,155790.0,,,,,,https://coach.scene7.com/is/image/Coach/cdk67_blu_a0?$desktopProduct$,1,,,active,,unisex,99705.79
womens-lana-shoulder-bag,Lana Shoulder Bag,"<p>Discover the iconic Coach Lana Shoulder Bag women's handbag, exclusively curated by The Mirage. A masterpiece of artisanal craftsmanship, this piece embodies the iconic New York heritage and artisanal spirit that define Coach's legacy.</p><p><strong>Key Features &amp; Characteristics:</strong></p><ul><li>Expertly crafted Handbag from Coach's premium material selection</li><li>Considered interior design for everyday practicality</li><li>Coach's iconic hardware and finishing details</li><li>Coach's signature craftsmanship throughout</li></ul><p>Crafted with the precision expected from Coach's New York heritage, the Lana Shoulder Bag represents more than a handbag — it's a statement in considered style. The premium leather craftsmanship and iconic hardware showcase Coach's commitment to artisanal excellence without compromise. Whether elevating everyday looks or special occasions, this handbag delivers the quality and character that those who appreciate considered craftsmanship and iconic New York design demand. At The Mirage, we celebrate pieces that transcend trends. This Coach creation is a testament to purposeful design and uncompromising quality, making it an essential addition to any discerning wardrobe.</p><p><em>Exclusively curated for Mirage Retail Collective.</em></p>",Coach,,Handbag,"RudraScrapper-coach, accessories, coach, handbag, women, womens-handbags, womens-shoulderbags",TRUE,Title,Default Title,,,CBZ96,,shopify,100,deny,manual,68935.0,86169.0,,,,,,https://coach.scene7.com/is/image/Coach/cbz96_b4wbr_a0?$desktopProduct$,1,,,active,,women,55147.65
womens-lana-shoulder-bag,,,,,,,,Title,Default Title,,,CM544,,shopify,100,deny,manual,68935.0,86169.0,,,,,,https://coach.scene7.com/is/image/Coach/cm544_b4mpl_a0?$desktopProduct$,2,,,,,,55147.65
restored-crossbody-pouch-CBZ29,Restored Crossbody Pouch,"<p>Discover the iconic Coach Restored Crossbody Pouch women's handbag, exclusively curated by The Mirage. A masterpiece of artisanal craftsmanship, this piece embodies the iconic New York heritage and artisanal spirit that define Coach's legacy.</p><p><strong>Key Features &amp; Characteristics:</strong></p><ul><li>Expertly crafted Handbag from Coach's premium material selection</li><li>Considered interior design for everyday practicality</li><li>Coach's iconic hardware and finishing details</li><li>Coach's signature craftsmanship throughout</li></ul><p>Crafted with the precision expected from Coach's New York heritage, the Restored Crossbody Pouch represents more than a handbag — it's a statement in considered style. The premium leather craftsmanship and iconic hardware showcase Coach's commitment to artisanal excellence without compromise. Whether elevating everyday looks or special occasions, this handbag delivers the quality and character that those who appreciate considered craftsmanship and iconic New York design demand. At The Mirage, we celebrate pieces that transcend trends. This Coach creation is a testament to purposeful design and uncompromising quality, making it an essential addition to any discerning wardrobe.</p><p><em>Exclusively curated for Mirage Retail Collective.</em></p>",Coach,,Handbag,"RudraScrapper-coach, accessories, coach, handbag, women, womens-handbags, womens-shoulderbags",TRUE,Title,Default Title,,,CBZ29,,shopify,100,deny,manual,19276.0,24095.0,,,,,,https://coach.scene7.com/is/image/Coach/cbz29_blb_a0?$desktopProduct$,1,,,active,,women,15421.12
restored-denim-dress-CDU36,Restored Denim Dress,"<p>Discover the iconic Coach Restored Denim Dress, exclusively curated by The Mirage. A masterpiece of artisanal craftsmanship, this piece embodies the relaxed New York elegance and considered design that define Coach's ready-to-wear legacy.</p><p><strong>Key Features &amp; Characteristics:</strong></p><ul><li>Expertly crafted Dress from Coach's premium material selection</li><li>Considered interior design for everyday practicality</li><li>Coach's iconic hardware and finishing details</li><li>Coach's signature craftsmanship throughout</li></ul><p>Crafted with the precision expected from Coach's New York heritage, the Restored Denim Dress represents more than a dress — it's a statement in considered style. The premium fabric quality and considered tailoring showcase Coach's commitment to artisanal excellence without compromise. Whether evening occasions, weekend dressing, or relaxed elevated styling, this dress delivers the quality and character that those who appreciate considered femininity in every detail demand. At The Mirage, we celebrate pieces that transcend trends. This Coach creation is a testament to purposeful design and uncompromising quality, making it an essential addition to any discerning wardrobe.</p><p><em>Exclusively curated for Mirage Retail Collective.</em></p>",Coach,,Dress,"RudraScrapper-coach, apparel, coach, dress, women, womens-apparel, womens-dresses",TRUE,Title,Default Title,,,CDU36,,shopify,100,deny,manual,49474.0,61842.0,,,,,,https://coach.scene7.com/is/image/Coach/cdu36_blu_a0?$desktopProduct$,1,,,active,,women,39579.15
margot-flat-sandal-in-crystal-signature-denim-CFA99,Margot Flat Sandal In Crystal Signature Denim,"<p>Discover the iconic Coach Margot Flat Sandal In Crystal Signature Denim, exclusively curated by The Mirage. A masterpiece of artisanal craftsmanship, this footwear embodies the iconic New York craftsmanship and considered design that define Coach's legacy.</p><p><strong>Key Features &amp; Characteristics:</strong></p><ul><li>Expertly crafted Sandal from Coach's premium material selection</li><li>Considered interior design for everyday practicality</li><li>Coach's iconic hardware and finishing details</li><li>Coach's signature craftsmanship throughout</li></ul><p>Crafted with the precision expected from Coach's New York heritage, the Margot Flat Sandal In Crystal Signature Denim represents more than a sandal — it's a statement in considered style. The premium leather upper and artisanal construction showcase Coach's commitment to artisanal excellence without compromise. Whether warm-weather dressing, resort styling, or elevated casual looks, this sandal delivers the quality and character that those who expect artisanal quality in every step demand. At The Mirage, we celebrate pieces that transcend trends. This Coach creation is a testament to purposeful design and uncompromising quality, making it an essential addition to any discerning wardrobe.</p><p><em>Exclusively curated for Mirage Retail Collective.</em></p>",Coach,,Sandal,"RudraScrapper-coach, coach, footwear, men, mens-footwear, mens-slides, sandal, unisex, women, womens-footwear, womens-heels",TRUE,Title,Default Title,,,CFA99,,shopify,100,deny,manual,27329.0,34161.0,,,,,,https://coach.scene7.com/is/image/Coach/cfa99_den_a0?$desktopProduct$,1,,,active,,unisex,21863.26
restored-kira-crossbody-in-upwoven-leather-CM439,Restored Kira Crossbody In Upwoven Leather,"<p>Discover the iconic Coach Restored Kira Crossbody In Upwoven Leather women's handbag, exclusively curated by The Mirage. A masterpiece of artisanal craftsmanship, this piece embodies the iconic New York heritage and artisanal spirit that define Coach's legacy.</p><p><strong>Key Features &amp; Characteristics:</strong></p><ul><li>Expertly crafted Handbag from Coach's premium material selection</li><li>Considered interior design for everyday practicality</li><li>Coach's iconic hardware and finishing details</li><li>Coach's signature craftsmanship throughout</li></ul><p>Crafted with the precision expected from Coach's New York heritage, the Restored Kira Crossbody In Upwoven Leather represents more than a handbag — it's a statement in considered style. The premium leather craftsmanship and iconic hardware showcase Coach's commitment to artisanal excellence without compromise. Whether elevating everyday looks or special occasions, this handbag delivers the quality and character that those who appreciate considered craftsmanship and iconic New York design demand. At The Mirage, we celebrate pieces that transcend trends. This Coach creation is a testament to purposeful design and uncompromising quality, making it an essential addition to any discerning wardrobe.</p><p><em>Exclusively curated for Mirage Retail Collective.</em></p>",Coach,,Handbag,"RudraScrapper-coach, accessories, coach, handbag, women, womens-handbags, womens-shoulderbags",TRUE,Title,Default Title,,,CM439,,shopify,100,deny,manual,25987.0,32484.0,,,,,,https://coach.scene7.com/is/image/Coach/cm439_v5lok_a0?$desktopProduct$,1,,,active,,women,20789.58
clinton-crossbody-bag-in-signature-canvas-CEB31,Clinton Crossbody Bag In Signature Canvas,"<p>Discover the iconic Coach Clinton Crossbody Bag In Signature Canvas women's handbag, exclusively curated by The Mirage. A masterpiece of artisanal craftsmanship, this piece embodies the iconic New York heritage and artisanal spirit that define Coach's legacy.</p><p><strong>Key Features &amp; Characteristics:</strong></p><ul><li>Expertly crafted Handbag from Coach's premium material selection</li><li>Considered interior design for everyday practicality</li><li>Coach's iconic hardware and finishing details</li><li>Coach's signature craftsmanship throughout</li></ul><p>Crafted with the precision expected from Coach's New York heritage, the Clinton Crossbody Bag In Signature Canvas represents more than a handbag — it's a statement in considered style. The premium leather craftsmanship and iconic hardware showcase Coach's commitment to artisanal excellence without compromise. Whether elevating everyday looks or special occasions, this handbag delivers the quality and character that those who appreciate considered craftsmanship and iconic New York design demand. At The Mirage, we celebrate pieces that transcend trends. This Coach creation is a testament to purposeful design and uncompromising quality, making it an essential addition to any discerning wardrobe.</p><p><em>Exclusively curated for Mirage Retail Collective.</em></p>",Coach,,Handbag,"RudraScrapper-coach, accessories, coach, handbag, women, womens-handbags, womens-shoulderbags",TRUE,Title,Default Title,,,CEB31,,shopify,100,deny,manual,28671.0,35839.0,,,,,,https://coach.scene7.com/is/image/Coach/ceb31_oy2_a0?$desktopProduct$,1,,,active,,women,22936.96
nylon-utility-pants-CAF61,Nylon Utility Pants,"<p>Discover the iconic Coach Nylon Utility Pants handbag, exclusively curated by The Mirage. A masterpiece of artisanal craftsmanship, this piece embodies the relaxed New York elegance and considered design that define Coach's ready-to-wear legacy.</p><p><strong>Key Features &amp; Characteristics:</strong></p><ul><li>Expertly crafted Handbag from Coach's premium material selection</li><li>Considered interior design for everyday practicality</li><li>Coach's iconic hardware and finishing details</li><li>Coach's signature craftsmanship throughout</li></ul><p>Crafted with the precision expected from Coach's New York heritage, the Nylon Utility Pants represents more than a handbag — it's a statement in considered style. The premium fabric quality and considered tailoring showcase Coach's commitment to artisanal excellence without compromise. Whether elevating everyday looks or special occasions, this handbag delivers the quality and character that those who appreciate considered craftsmanship and iconic New York design demand. At The Mirage, we celebrate pieces that transcend trends. This Coach creation is a testament to purposeful design and uncompromising quality, making it an essential addition to any discerning wardrobe.</p><p><em>Exclusively curated for Mirage Retail Collective.</em></p>",Coach,,Handbag,"RudraScrapper-coach, accessories, coach, handbag, men, mens-accessories, unisex, women, womens-handbags, womens-shoulderbags",TRUE,Title,Default Title,,,CAF61,,shopify,100,deny,manual,18498.0,23122.0,,,,,,https://coach.scene7.com/is/image/Coach/caf61_kha_a0?$desktopProduct$,1,,,active,,unisex,14798.38
womens-mini-skinny-id-case,Mini Skinny Id Case,"<p>Discover the iconic Coach Mini Skinny Id Case handbag, exclusively curated by The Mirage. A masterpiece of artisanal craftsmanship, this piece embodies the iconic New York heritage and artisanal spirit that define Coach's legacy.</p><p><strong>Key Features &amp; Characteristics:</strong></p><ul><li>Expertly crafted Handbag from Coach's premium material selection</li><li>Considered interior design for everyday practicality</li><li>Coach's iconic hardware and finishing details</li><li>Coach's signature craftsmanship throughout</li></ul><p>Crafted with the precision expected from Coach's New York heritage, the Mini Skinny Id Case represents more than a handbag — it's a statement in considered style. The premium leather craftsmanship and iconic hardware showcase Coach's commitment to artisanal excellence without compromise. Whether elevating everyday looks or special occasions, this handbag delivers the quality and character that those who appreciate considered craftsmanship and iconic New York design demand. At The Mirage, we celebrate pieces that transcend trends. This Coach creation is a testament to purposeful design and uncompromising quality, making it an essential addition to any discerning wardrobe.</p><p><em>Exclusively curated for Mirage Retail Collective.</em></p>",Coach,,Handbag,"RudraScrapper-coach, accessories, coach, handbag, men, mens-accessories, unisex, women, womens-handbags, womens-shoulderbags",TRUE,Title,Default Title,,,CFE02,,shopify,100,deny,manual,9076.0,11345.0,,,,,,https://coach.scene7.com/is/image/Coach/cfe02_immpl_a0?$desktopProduct$,1,,,active,,unisex,7261.08
womens-mini-skinny-id-case,,,,,,,,Title,Default Title,,,CEC47,,shopify,100,deny,manual,9076.0,11345.0,,,,,,https://coach.scene7.com/is/image/Coach/cec47_imorp_a0?$desktopProduct$,2,,,,,,7261.08
womens-straight-fit-denim-jeans,Straight Fit Denim Jeans,"<p>Discover the iconic Coach Straight Fit Denim Jeans handbag, exclusively curated by The Mirage. A masterpiece of artisanal craftsmanship, this piece embodies the iconic New York heritage and artisanal spirit that define Coach's legacy.</p><p><strong>Key Features &amp; Characteristics:</strong></p><ul><li>Expertly crafted Handbag from Coach's premium material selection</li><li>Considered interior design for everyday practicality</li><li>Coach's iconic hardware and finishing details</li><li>Coach's signature craftsmanship throughout</li></ul><p>Crafted with the precision expected from Coach's New York heritage, the Straight Fit Denim Jeans represents more than a handbag — it's a statement in considered style. The premium leather craftsmanship and iconic hardware showcase Coach's commitment to artisanal excellence without compromise. Whether elevating everyday looks or special occasions, this handbag delivers the quality and character that those who appreciate considered craftsmanship and iconic New York design demand. At The Mirage, we celebrate pieces that transcend trends. This Coach creation is a testament to purposeful design and uncompromising quality, making it an essential addition to any discerning wardrobe.</p><p><em>Exclusively curated for Mirage Retail Collective.</em></p>",Coach,,Handbag,"RudraScrapper-coach, accessories, coach, handbag, men, mens-accessories, unisex, women, womens-handbags, womens-shoulderbags",TRUE,Title,Default Title,,,CZ782,,shopify,100,deny,manual,20109.0,25136.0,,,,,,https://coach.scene7.com/is/image/Coach/cz782_sdp_a0?$desktopProduct$,1,,,active,,unisex,16086.81
womens-straight-fit-denim-jeans,,,,,,,,Title,Default Title,,,CZ781,,shopify,100,deny,manual,15706.0,19632.0,,,,,,https://coach.scene7.com/is/image/Coach/cz781_cok_a0?$desktopProduct$,2,,,,,,12565.11
womens-leather-varsity-jacket,Leather Varsity Jacket,"<p>Discover the iconic Coach Leather Varsity Jacket, exclusively curated by The Mirage. A masterpiece of artisanal craftsmanship, this piece embodies the relaxed New York elegance and considered design that define Coach's ready-to-wear legacy.</p><p><strong>Key Features &amp; Characteristics:</strong></p><ul><li>Expertly crafted Jacket from Coach's premium material selection</li><li>Considered interior design for everyday practicality</li><li>Coach's iconic hardware and finishing details</li><li>Coach's signature craftsmanship throughout</li></ul><p>Crafted with the precision expected from Coach's New York heritage, the Leather Varsity Jacket represents more than a jacket — it's a statement in considered style. The premium fabric quality and considered tailoring showcase Coach's commitment to artisanal excellence without compromise. Whether layering for cooler weather, smart-casual dressing, or statement outerwear moments, this jacket delivers the quality and character that those who invest in outerwear that transcends seasons demand. At The Mirage, we celebrate pieces that transcend trends. This Coach creation is a testament to purposeful design and uncompromising quality, making it an essential addition to any discerning wardrobe.</p><p><em>Exclusively curated for Mirage Retail Collective.</em></p>",Coach,,Jacket,"RudraScrapper-coach, apparel, coach, jacket, men, mens-apparel, mens-winterwear, unisex, women, womens-apparel, womens-winterwear",TRUE,Title,Default Title,,,CCX08,,shopify,100,deny,manual,42683.0,53354.0,,,,,,https://coach.scene7.com/is/image/Coach/ccx08_bkbk_a0?$desktopProduct$,1,,,active,,unisex,34146.28
womens-leather-varsity-jacket,,,,,,,,Title,Default Title,,,CZ749,,shopify,100,deny,manual,39811.0,49764.0,,,,,,https://coach.scene7.com/is/image/Coach/cz749_blk_a0?$desktopProduct$,2,,,,,,31848.58
restored-field-tote-30-in-colorblock-with-coach-badge-CC641,Restored Field Tote 30 In Colorblock With Coach Badge,"<p>Discover the iconic Coach Restored Field Tote 30 In Colorblock With Coach Badge women's handbag, exclusively curated by The Mirage. A masterpiece of artisanal craftsmanship, this piece embodies the iconic New York heritage and artisanal spirit that define Coach's legacy.</p><p><strong>Key Features &amp; Characteristics:</strong></p><ul><li>Expertly crafted Handbag from Coach's premium material selection</li><li>Considered interior design for everyday practicality</li><li>Coach's iconic hardware and finishing details</li><li>Coach's signature craftsmanship throughout</li></ul><p>Crafted with the precision expected from Coach's New York heritage, the Restored Field Tote 30 In Colorblock With Coach Badge represents more than a handbag — it's a statement in considered style. The premium leather craftsmanship and iconic hardware showcase Coach's commitment to artisanal excellence without compromise. Whether elevating everyday looks or special occasions, this handbag delivers the quality and character that those who appreciate considered craftsmanship and iconic New York design demand. At The Mirage, we celebrate pieces that transcend trends. This Coach creation is a testament to purposeful design and uncompromising quality, making it an essential addition to any discerning wardrobe.</p><p><em>Exclusively curated for Mirage Retail Collective.</em></p>",Coach,,Handbag,"RudraScrapper-coach, accessories, coach, handbag, women, womens-handbags, womens-shoulderbags",TRUE,Title,Default Title,,,CC641,,shopify,100,deny,manual,49474.0,61842.0,,,,,,https://coach.scene7.com/is/image/Coach/cc641_b4szg_a0?$desktopProduct$,1,,,active,,women,39579.15
restored-plaid-wool-coat-with-shearling-trim-CBK96,Restored Plaid Wool Coat With Shearling Trim,"<p>Discover the iconic Coach Restored Plaid Wool Coat With Shearling Trim, exclusively curated by The Mirage. A masterpiece of artisanal craftsmanship, this piece embodies the relaxed New York elegance and considered design that define Coach's ready-to-wear legacy.</p><p><strong>Key Features &amp; Characteristics:</strong></p><ul><li>Expertly crafted Coat from Coach's premium material selection</li><li>Considered interior design for everyday practicality</li><li>Coach's iconic hardware and finishing details</li><li>Coach's signature craftsmanship throughout</li></ul><p>Crafted with the precision expected from Coach's New York heritage, the Restored Plaid Wool Coat With Shearling Trim represents more than a coat — it's a statement in considered style. The premium fabric quality and considered tailoring showcase Coach's commitment to artisanal excellence without compromise. Whether cooler-season styling, travel, or timeless outerwear dressing, this coat delivers the quality and character that those who demand craftsmanship in every layer demand. At The Mirage, we celebrate pieces that transcend trends. This Coach creation is a testament to purposeful design and uncompromising quality, making it an essential addition to any discerning wardrobe.</p><p><em>Exclusively curated for Mirage Retail Collective.</em></p>",Coach,,Coat,"RudraScrapper-coach, apparel, coach, coat, women, womens-apparel, womens-winterwear",TRUE,Title,Default Title,,,CBK96,,shopify,100,deny,manual,95777.0,119721.0,,,,,,https://coach.scene7.com/is/image/Coach/cbk96_p63_a0?$desktopProduct$,1,,,active,,women,76621.46
womens-signature-denim-baseball-hat,Signature Denim Baseball Hat,"<p>Discover the iconic Coach Signature Denim Baseball Hat handbag, exclusively curated by The Mirage. A masterpiece of artisanal craftsmanship, this piece embodies the iconic New York heritage and artisanal spirit that define Coach's legacy.</p><p><strong>Key Features &amp; Characteristics:</strong></p><ul><li>Expertly crafted Handbag from Coach's premium material selection</li><li>Considered interior design for everyday practicality</li><li>Coach's iconic hardware and finishing details</li><li>Coach's signature craftsmanship throughout</li></ul><p>Crafted with the precision expected from Coach's New York heritage, the Signature Denim Baseball Hat represents more than a handbag — it's a statement in considered style. The premium leather craftsmanship and iconic hardware showcase Coach's commitment to artisanal excellence without compromise. Whether elevating everyday looks or special occasions, this handbag delivers the quality and character that those who appreciate considered craftsmanship and iconic New York design demand. At The Mirage, we celebrate pieces that transcend trends. This Coach creation is a testament to purposeful design and uncompromising quality, making it an essential addition to any discerning wardrobe.</p><p><em>Exclusively curated for Mirage Retail Collective.</em></p>",Coach,,Handbag,"RudraScrapper-coach, accessories, coach, handbag, men, mens-accessories, unisex, women, womens-handbags, womens-shoulderbags",TRUE,Title,Default Title,,,CEH62,,shopify,100,deny,manual,12566.0,15708.0,,,,,,https://coach.scene7.com/is/image/Coach/ceh62_den_a0?$desktopProduct$,1,,,active,,unisex,10052.67
womens-signature-denim-baseball-hat,,,,,,,,Title,Default Title,,,CDO79,,shopify,100,deny,manual,12566.0,15708.0,,,,,,https://coach.scene7.com/is/image/Coach/cdo79_red_a0?$desktopProduct$,2,,,,,,10052.67
gotham-backpack-CR760,Gotham Backpack,"<p>Discover the iconic Coach Gotham Backpack women's handbag, exclusively curated by The Mirage. A masterpiece of artisanal craftsmanship, this piece embodies the iconic New York heritage and artisanal spirit that define Coach's legacy.</p><p><strong>Key Features &amp; Characteristics:</strong></p><ul><li>Expertly crafted Handbag from Coach's premium material selection</li><li>Considered interior design for everyday practicality</li><li>Coach's iconic hardware and finishing details</li><li>Coach's signature craftsmanship throughout</li></ul><p>Crafted with the precision expected from Coach's New York heritage, the Gotham Backpack represents more than a handbag — it's a statement in considered style. The premium leather craftsmanship and iconic hardware showcase Coach's commitment to artisanal excellence without compromise. Whether elevating everyday looks or special occasions, this handbag delivers the quality and character that those who appreciate considered craftsmanship and iconic New York design demand. At The Mirage, we celebrate pieces that transcend trends. This Coach creation is a testament to purposeful design and uncompromising quality, making it an essential addition to any discerning wardrobe.</p><p><em>Exclusively curated for Mirage Retail Collective.</em></p>",Coach,,Handbag,"RudraScrapper-coach, accessories, coach, handbag, women, womens-handbags, womens-shoulderbags",TRUE,Title,Default Title,,,CR760,,shopify,100,deny,manual,68935.0,86169.0,,,,,,https://coach.scene7.com/is/image/Coach/cr760_blk_a0?$desktopProduct$,1,,,active,,women,55147.65
signature-script-cropped-cardigan-CT061,Signature Script Cropped Cardigan,"<p>Discover the iconic Coach Signature Script Cropped Cardigan top, exclusively curated by The Mirage. A masterpiece of artisanal craftsmanship, this piece embodies the relaxed New York elegance and considered design that define Coach's ready-to-wear legacy.</p><p><strong>Key Features &amp; Characteristics:</strong></p><ul><li>Expertly crafted Top from Coach's premium material selection</li><li>Considered interior design for everyday practicality</li><li>Coach's iconic hardware and finishing details</li><li>Coach's signature craftsmanship throughout</li></ul><p>Crafted with the precision expected from Coach's New York heritage, the Signature Script Cropped Cardigan represents more than a top — it's a statement in considered style. The premium fabric quality and considered tailoring showcase Coach's commitment to artisanal excellence without compromise. Whether everyday styling, casual layering, or relaxed weekend looks, this top delivers the quality and character that those who bring the same standards to everyday wear as to occasion dressing demand. At The Mirage, we celebrate pieces that transcend trends. This Coach creation is a testament to purposeful design and uncompromising quality, making it an essential addition to any discerning wardrobe.</p><p><em>Exclusively curated for Mirage Retail Collective.</em></p>",Coach,,Top,"RudraScrapper-coach, apparel, coach, men, mens-apparel, mens-tshirts, top, unisex, women, womens-apparel, womens-topsandsportsbra",TRUE,Title,Default Title,,,CT061,,shopify,100,deny,manual,21290.0,26612.0,,,,,,https://coach.scene7.com/is/image/Coach/ct061_nz2_a0?$desktopProduct$,1,,,active,,unisex,17031.66
essential-slim-card-case-in-signature-canvas-CR542,Essential Slim Card Case In Signature Canvas,"<p>Discover the iconic Coach Essential Slim Card Case In Signature Canvas handbag, exclusively curated by The Mirage. A masterpiece of artisanal craftsmanship, this piece embodies the iconic New York heritage and artisanal spirit that define Coach's legacy.</p><p><strong>Key Features &amp; Characteristics:</strong></p><ul><li>Expertly crafted Handbag from Coach's premium material selection</li><li>Considered interior design for everyday practicality</li><li>Coach's iconic hardware and finishing details</li><li>Coach's signature craftsmanship throughout</li></ul><p>Crafted with the precision expected from Coach's New York heritage, the Essential Slim Card Case In Signature Canvas represents more than a handbag — it's a statement in considered style. The premium leather craftsmanship and iconic hardware showcase Coach's commitment to artisanal excellence without compromise. Whether elevating everyday looks or special occasions, this handbag delivers the quality and character that those who appreciate considered craftsmanship and iconic New York design demand. At The Mirage, we celebrate pieces that transcend trends. This Coach creation is a testament to purposeful design and uncompromising quality, making it an essential addition to any discerning wardrobe.</p><p><em>Exclusively curated for Mirage Retail Collective.</em></p>",Coach,,Handbag,"RudraScrapper-coach, accessories, coach, handbag, men, mens-accessories, unisex, women, womens-handbags, womens-shoulderbags",TRUE,Title,Default Title,,,CR542,,shopify,100,deny,manual,15250.0,19062.0,,,,,,https://coach.scene7.com/is/image/Coach/cr542_b4mpl_a0?$desktopProduct$,1,,,active,,unisex,12200.06
signature-ombr-geometric-square-sunglasses-CR615,Signature Ombré Geometric Square Sunglasses,"<p>Discover the iconic Coach Signature Ombré Geometric Square Sunglasses handbag, exclusively curated by The Mirage. A masterpiece of artisanal craftsmanship, this piece embodies the iconic New York heritage and artisanal spirit that define Coach's legacy.</p><p><strong>Key Features &amp; Characteristics:</strong></p><ul><li>Expertly crafted Handbag from Coach's premium material selection</li><li>Considered interior design for everyday practicality</li><li>Coach's iconic hardware and finishing details</li><li>Coach's signature craftsmanship throughout</li></ul><p>Crafted with the precision expected from Coach's New York heritage, the Signature Ombré Geometric Square Sunglasses represents more than a handbag — it's a statement in considered style. The premium leather craftsmanship and iconic hardware showcase Coach's commitment to artisanal excellence without compromise. Whether elevating everyday looks or special occasions, this handbag delivers the quality and character that those who appreciate considered craftsmanship and iconic New York design demand. At The Mirage, we celebrate pieces that transcend trends. This Coach creation is a testament to purposeful design and uncompromising quality, making it an essential addition to any discerning wardrobe.</p><p><em>Exclusively curated for Mirage Retail Collective.</em></p>",Coach,,Handbag,"RudraScrapper-coach, accessories, coach, handbag, men, mens-accessories, unisex, women, womens-handbags, womens-shoulderbags",TRUE,Title,Default Title,,,CR615,,shopify,100,deny,manual,29745.0,37181.0,,,,,,https://coach.scene7.com/is/image/Coach/cr615_cz6_a0?$desktopProduct$,1,,,active,,unisex,23795.91
womens-olivia-watch-36-mm,"Olivia Watch, 36 Mm","<p>Discover the iconic Coach Olivia Watch, 36 Mm handbag, exclusively curated by The Mirage. A masterpiece of artisanal craftsmanship, this piece embodies the iconic New York heritage and artisanal spirit that define Coach's legacy.</p><p><strong>Key Features &amp; Characteristics:</strong></p><ul><li>Expertly crafted Handbag from Coach's premium material selection</li><li>Considered interior design for everyday practicality</li><li>Coach's iconic hardware and finishing details</li><li>Coach's signature craftsmanship throughout</li></ul><p>Crafted with the precision expected from Coach's New York heritage, the Olivia Watch, 36 Mm represents more than a handbag — it's a statement in considered style. The premium leather craftsmanship and iconic hardware showcase Coach's commitment to artisanal excellence without compromise. Whether elevating everyday looks or special occasions, this handbag delivers the quality and character that those who appreciate considered craftsmanship and iconic New York design demand. At The Mirage, we celebrate pieces that transcend trends. This Coach creation is a testament to purposeful design and uncompromising quality, making it an essential addition to any discerning wardrobe.</p><p><em>Exclusively curated for Mirage Retail Collective.</em></p>",Coach,,Handbag,"RudraScrapper-coach, accessories, coach, handbag, men, mens-accessories, unisex, women, womens-handbags, womens-shoulderbags",TRUE,Title,Default Title,,,CAZ10,,shopify,100,deny,manual,19947.0,24934.0,,,,,,https://coach.scene7.com/is/image/Coach/caz10_ss_a0?$desktopProduct$,1,,,active,,unisex,15957.97
womens-olivia-watch-36-mm,,,,,,,,Title,Default Title,,,CAZ11,,shopify,100,deny,manual,19947.0,24934.0,,,,,,https://coach.scene7.com/is/image/Coach/caz11_tt_a0?$desktopProduct$,2,,,,,,15957.97
